company;menu_item_name;restaurant_name;latitude;longitude;avg_kapsalon
Takeaway;Kapsalon;Route 46;50.925087;3.9524026;11.0
Takeaway;Kapsalon;Ruby Frituur;51.2179472;2.8950886;11.0
Takeaway;Kapsalon;Snack Denderleeuw;50.8922625;4.0729595;11.0
Takeaway;Kapsalon;Snack Aladdin;50.8330455;4.3740091;11.0
Takeaway;Kapsalon;Snack Altan;50.8672003;4.3589807;11.0
Takeaway;Kapsalon;Snack Chez Zeki;50.8548619;4.3673975;11.0
Takeaway;Kapsalon;Snack Frituur Hanoodi;50.967342;3.9873674;11.0
Takeaway;Kapsalon;Sultan Testelt;51.0184101;4.9488446;11.0
Takeaway;Kapsalon;Tasty Food Vesalius;50.8752133;4.7079149;11.0
Takeaway;Kapsalon;The Food Affair;51.3491317;3.2893011;11.0
Takeaway;Kapsalon;Toronto Pizza & Burger;50.7709132;3.8756524;11.0
Takeaway;Kapsalon;Venus;50.9995553;5.3320171;11.0
Takeaway;Kapsalon;Zelem Pizzeria;50.9780074;5.1217436;11.0
Takeaway;Kapsalon;Snack Overpoort;51.039307;3.725667;11.07
Takeaway;Kapsalon;Sude Snacks;51.1310279;5.4576418;11.07
Takeaway;Kapsalon;Oklava;51.153099;5.392288;11.08
Takeaway;Kapsalon;Eethuis Star;50.9477982;5.344999;11.1
Takeaway;Kapsalon;Foodtruck Pitta Mustafari;51.036934;3.7413306;11.1
Takeaway;Kapsalon;Pitta Roos;51.1987497;3.1889283;11.1
Takeaway;Kapsalon;Kebab Oelegem;51.2132023;4.5908882;11.11
Takeaway;Kapsalon;Eethuis Dalin;51.1811525;4.8300739;11.12
Uber Eats;Kapsalon;Ti Amo;50.87452;4.69157;11.13
Takeaway;Kapsalon;La Casa Pizzeria;51.1338131;4.4428021;11.13
Takeaway;Kapsalon;Unal Snacks;51.0031161;4.6327539;11.13
Takeaway;Kapsalon;Eethuis Florya Lommel;51.2321067;5.3469081;11.14
Takeaway;Kapsalon;Pinocchio;51.2508647;4.4479395;11.14
Takeaway;Kapsalon;Pitta Mr. Food;51.1542688;3.2375995;11.16
Deliveroo;Kapsalon;Kubaba;51.0535273;3.7217288;11.17
Uber Eats;Kapsalon;Sezer Snack-Pizza;51.05926;3.70453;11.17
Takeaway;Kapsalon;Eethuis Musti;50.8221402;4.8914991;11.17
Takeaway;Kapsalon;Sezer Snack-Pizza;51.059011;3.7042263;11.17
Deliveroo;Kapsalon;Pita Cleopatra;51.1735923;4.4444482;11.2
Takeaway;Kapsalon;Adana Kebab;51.0290669;4.4883672;11.2
Takeaway;Kapsalon;Aly Baba;51.4678223;4.4682463;11.2
Takeaway;Kapsalon;Cizbiz Donerland;51.227137;4.4502062;11.2
Takeaway;Kapsalon;Ronse Grill;50.749761;3.5969296;11.2
Takeaway;Kapsalon;Snack Gab & Dav;50.8653653;4.3885953;11.2
Uber Eats;Kapsalon;Pita pocket;51.2253247;4.4095748;11.21
Takeaway;Kapsalon;Eetcafe Antep;51.3915605;4.4668839;11.21
Takeaway;Kapsalon;Pizza Yavuz;51.0522166;3.7485857;11.21
Takeaway;Kapsalon;Schaffense Kebap;50.997961;5.077685;11.21
Takeaway;Kapsalon;Bella Vita;51.2788573;4.4188902;11.24
Uber Eats;Kapsalon;Pitta Seker;50.95411;4.0631;11.25
Uber Eats;Kapsalon;Chez Kalender;50.86795;4.45044;11.25
Uber Eats;Kapsalon;Arabesq;51.31398;4.42805;11.25
Takeaway;Kapsalon;Pita Babylon;50.9393891;3.1221289;11.25
Takeaway;Kapsalon;Pita Ephesus;50.6641724;5.5366125;11.25
Takeaway;Kapsalon;Pitta Bodrum;51.0426523;4.104073;11.25
Takeaway;Kapsalon;Pitta Seker;50.954109;4.0630978;11.25
Takeaway;Kapsalon;Pittazino;50.931698;4.0362616;11.25
Takeaway;Kapsalon;Pitta Yasmin;51.0712026;3.7095474;11.25
Takeaway;Kapsalon;Grand Station;51.0967684;4.2329777;11.29
Takeaway;Kapsalon;Turkoase;50.9863669;5.0487732;11.29
Takeaway;Kapsalon;Frituur-Grillroom Dalia;50.8605512;5.6178644;11.3
Takeaway;Kapsalon;Pizza Trenti;51.1379308;4.3783788;11.3
Takeaway;Kapsalon;Snack Grill Dansaert;50.8521231;4.3439342;11.31
Takeaway;Kapsalon;Snackbar Tasty;50.9945976;4.7097848;11.31
Takeaway;Kapsalon;Pizza Bulls;51.0996057;4.2404586;11.32
Deliveroo;Kapsalon;Ali Baba Vennestraat;50.98023200000001;5.4917294;11.33
Uber Eats;Kapsalon;Pita Ster;51.207938;4.38915;11.33
Uber Eats;Kapsalon;New Maan;50.87803;4.71963;11.33
Takeaway;Kapsalon;Ali's Eethuis;51.0864141;4.3285395;11.33
Takeaway;Kapsalon;Hasseltse Kebab;50.9301263;5.3318256;11.33
Takeaway;Kapsalon;Orontes;51.0318177;5.3730854;11.33
Takeaway;Kapsalon;Pitta Can;51.062187;3.7498953;11.33
Takeaway;Kapsalon;Pizzeria Evin;50.9043522;4.7222932;11.33
Takeaway;Kapsalon;Ali Baba;51.0782718;5.2187304;11.33
Takeaway;Kapsalon;Pitta New York;51.0945939;4.143846;11.35
Takeaway;Kapsalon;Chef Eethuis;50.9912688;5.3688786;11.38
Takeaway;Kapsalon;Florya Kebab & Pizzeria;51.019872;5.4752219;11.38
Takeaway;Kapsalon;Grill House Centrum;50.9642271;5.4949196;11.38
Takeaway;Kapsalon;Nefertete;51.1869835;5.1173167;11.38
Takeaway;Kapsalon;Pasta Pitta Derik;50.941807;4.044479;11.38
Takeaway;Kapsalon;Pizza Pasta Nr1;51.1342628;4.4520796;11.38
Takeaway;Kapsalon;Ramses II;51.394011;4.5962642;11.38
Takeaway;Kapsalon;Pizzeria Sipan;50.9884214;4.7820077;11.38
Takeaway;Kapsalon;Yum Smaak;51.34099;3.2888477;11.38
Uber Eats;Kapsalon;Huzur Kebab;51.16082;4.99106;11.4
Uber Eats;Kapsalon;Milano Bornem;51.09946;4.23442;11.4
Takeaway;Kapsalon;Indian tadka & Istanbul kebab;50.9896628;5.0502084;11.4
Takeaway;Kapsalon;Orient Diest;50.9800088;5.0445122;11.4
Takeaway;Kapsalon;Saray;50.8006942;4.9563972;11.4
Takeaway;Kapsalon;Turkische Food;50.852814;2.893423;11.4
Takeaway;Kapsalon;Pizza Istanbul;51.0956102;4.1426429;11.42
Takeaway;Kapsalon;Kapadokya döner;51.229379;5.3068659;11.43
Takeaway;Kapsalon;Lilse Kebap;51.2371943;4.8258901;11.43
Takeaway;Kapsalon;Pizzeria Dilan;50.8836767;4.7197713;11.43
Deliveroo;Kapsalon;Uniq Kebab Gent;51.0268966;3.7218444;11.45
Uber Eats;Kapsalon;Uniq Kebab;51.02688;3.72182;11.45
Takeaway;Kapsalon;Uniq Kebab;51.02694;3.7218974;11.45
Takeaway;Kapsalon;Arabesque;51.2076757;4.465059;11.48
Deliveroo;Kapsalon;Botanique;50.93069190000001;5.3396605;11.5
Deliveroo;Kapsalon;El assyl;50.9313569;5.3401621;11.5
Deliveroo;Kapsalon;Pitta Roos;51.1987497;3.1889283;11.5
Uber Eats;Kapsalon;Bohemian Bistro ;51.20124;4.43267;11.5
Uber Eats;Kapsalon;City Food Lounge;50.98085;5.49208;11.5
Uber Eats;Kapsalon;Snack Anka;50.7453163;4.345307;11.5
Takeaway;Kapsalon;Amon;51.1162628;5.2592204;11.5
Takeaway;Kapsalon;Efes Geetbets;50.8901089;5.1147702;11.5
Takeaway;Kapsalon;Istanbul Snacks;50.9755102;5.4706466;11.5
Takeaway;Kapsalon;Kebap Xpress;51.3219452;4.9401798;11.5
Takeaway;Kapsalon;Pita Huis Blauwwater;51.2075136;4.4135132;11.5
Takeaway;Kapsalon;Pitta Canan;51.0616385;3.700181;11.5
Takeaway;Kapsalon;Pitta Murat;50.9438126;3.1247193;11.5
Takeaway;Kapsalon;Pitta Pizza Ludwig;51.1325761;3.6796668;11.5
Takeaway;Kapsalon;Pizza Corner;51.2561525;4.0899404;11.5
Takeaway;Kapsalon;Pizza Pasta Nr1 City;51.2068362;4.3928489;11.5
Takeaway;Kapsalon;Pizza Roma;50.8508582;2.8868742;11.5
Takeaway;Kapsalon;Resto Simke;50.733166;5.2091265;11.5
Takeaway;Kapsalon;Snack Aydin Ham;51.1045326;5.1772193;11.5
Takeaway;Kapsalon;Snack Dodo;51.0304194;3.8018376;11.5
Takeaway;Kapsalon;Snack Dylan;50.8600219;4.4176894;11.5
Takeaway;Kapsalon;Snack Best Grill;50.9142631;4.1931411;11.5
Takeaway;Kapsalon;Adak Kebab;51.250926;5.5421495;11.56
Takeaway;Kapsalon;Eat-Point;50.7937035;5.2203537;11.58
Takeaway;Kapsalon;Baguette & Salad Bar;50.8779438;4.6987789;11.59
Takeaway;Kapsalon;Snack Marmara;50.8536962;4.3882244;11.59
Takeaway;Kapsalon;NewWay Leuven;50.8760583;4.7089882;11.6
Takeaway;Kapsalon;Rozalin Kebab Pizza;51.351267;4.6441514;11.6
Deliveroo;Kapsalon;Doy Doys;51.1968333;4.4580978;11.62
Takeaway;Kapsalon;Doy Doys;51.1968244;4.4580891;11.62
Takeaway;Kapsalon;Pizza Meet Point;51.0952496;4.5029904;11.63
Takeaway;Kapsalon;Pizza Pita King's;50.8902312;3.0602099;11.63
Takeaway;Kapsalon;Pizza Zaga;51.0702424;4.531321;11.63
Uber Eats;Kapsalon;Efes Mol;51.18691;5.11947;11.65
Uber Eats;Kapsalon;Ali Baba Stalenstraat;50.9935446;5.5185342;11.67
Takeaway;Kapsalon;Liman Grill House;50.998704;5.512514;11.67
Takeaway;Kapsalon;Snack Twenty Six;50.8186283;4.3792999;11.69
Takeaway;Kapsalon;Pizza Roma Mechelen;51.03616;4.475636;11.7
Takeaway;Kapsalon;Baskent Averbode;51.028309;4.9815332;11.71
Takeaway;Kapsalon;Pita Pizza Pyramide;51.38298;4.47518;11.72
Takeaway;Kapsalon;Ton Ton Snack;51.0415591;3.72555;11.72
Takeaway;Kapsalon;Top Snack;51.161282;4.669973;11.72
Takeaway;Kapsalon;Donerix;51.2489808;4.4543133;11.73
Takeaway;Kapsalon;Ali Baba;50.77303;4.5392365;11.75
Takeaway;Kapsalon;Baskent Meerhout;51.1210878;5.0539219;11.75
Takeaway;Kapsalon;Centrum Kebap;50.9933773;5.3678495;11.75
Takeaway;Kapsalon;Fansa;51.2187238;5.3134026;11.75
Takeaway;Kapsalon;Gül Food;50.8479888;4.3099943;11.75
Takeaway;Kapsalon;Istanbul Grill Huis;50.9909538;4.8407489;11.75
Takeaway;Kapsalon;Pizza Milano;51.0994106;4.2343152;11.75
Takeaway;Kapsalon;Napoli Pizza Grill;50.9083137;4.6756146;11.75
Takeaway;Kapsalon;Pizza & Kebab Zeebrugge;51.3131951;3.1876991;11.75
Takeaway;Kapsalon;Pitta Alpay;51.1076122;3.9004134;11.75
Takeaway;Kapsalon;Venezia;51.46431;4.45796;11.75
Takeaway;Kapsalon;Efes Grillhouse, Kebab & Pizzeria;50.9798127;5.0549133;11.78
Uber Eats;Kapsalon;Istanbul Snacks;50.97528;5.47083;11.8
Takeaway;Kapsalon;LindelBaskent;51.1953055;5.4032187;11.8
Takeaway;Kapsalon;Lara Eethuis;51.003218;4.1255906;11.8
Takeaway;Kapsalon;Merdin 1;50.8841354;4.7230861;11.8
Takeaway;Kapsalon;Eethuis Orient;50.8228108;5.1759431;11.8
Takeaway;Kapsalon;The Vend;51.207916;4.392708;11.8
Takeaway;Kapsalon;Ali Baba;51.0185386;4.4824376;11.82
Uber Eats;Kapsalon;Snack de wand;50.89639894649198;4.3578602256968875;11.83
Takeaway;Kapsalon;Baskent Tessenderlo;51.0673327;5.0875676;11.83
Takeaway;Kapsalon;Huzur Pizzeria Kebab;51.1447208;5.7423493;11.83
Takeaway;Kapsalon;Ottoman Pizza & BBQ;51.06103;3.6932049;11.83
Takeaway;Kapsalon;Karine Dendermonde;51.0290797;4.0986522;11.83
Takeaway;Kapsalon;Restaurant Marmaris;51.1700383;4.3873492;11.83
Takeaway;Kapsalon;Vero Napoli;51.1320362;4.4468262;11.83
Takeaway;Kapsalon;Chicken World Gent;51.0416463;3.7297433;11.85
Takeaway;Kapsalon;Kaya;50.920294;4.756737;11.89
Deliveroo;Kapsalon;Q'bap Gent;51.049376;3.730604;11.9
Deliveroo;Kapsalon;CaCo;50.8260794;3.2378919;11.9
Uber Eats;Kapsalon;Snack Arabesque;51.20776;4.46519;11.9
Uber Eats;Kapsalon;Qbap Ghent;51.04937;3.73058;11.9
Uber Eats;Kapsalon;SNACK TOSI;51.04085;3.72536;11.9
Takeaway;Kapsalon;Eethuis Taksim;50.8042765;5.5746671;11.9
Takeaway;Kapsalon;La Monte Carlo;51.2308451;4.4063067;11.9
Takeaway;Kapsalon;Loons Qebap;50.8026021;5.3490397;11.9
Takeaway;Kapsalon;Pizza Deal;51.1643562;4.4998914;11.9
Takeaway;Kapsalon;Pizza Sole Mio;50.878939;4.700268;11.9
Takeaway;Kapsalon;Pizza Star;51.1211835;4.1964177;11.9
Takeaway;Kapsalon;Q'bap Gent;51.049376;3.730604;11.9
Takeaway;Kapsalon;Snack Tosi;51.0408567;3.7253756;11.9
Takeaway;Kapsalon;Baskent Peer;51.1299453;5.4185639;11.93
Uber Eats;Kapsalon;Eethuis Nazar;51.09329;5.06127;11.94
Takeaway;Kapsalon;Pizzeria Kebap Selin;50.8325241;5.1042698;11.94
Uber Eats;Kapsalon;La Monte Carlo - City;51.21843;4.43045;11.95
Takeaway;Kapsalon;Huzur Pizzeria Kebab;51.1618789;4.9908608;11.95
Takeaway;Kapsalon;La Monte Carlo City;51.2184284;4.4304207;11.95
Deliveroo;Kapsalon;Delifranco;50.9292419;5.3373425;11.99
Deliveroo;Kapsalon;Pita Efes 2;51.206015;3.2177265;12.0
Deliveroo;Kapsalon;Snack Marhaba;50.92572759999999;5.3260064;12.0
Deliveroo;Kapsalon;Pita Piramide Aalst;50.93804249999999;4.0319657;12.0
Deliveroo;Kapsalon;Aleppo food;50.9380499;5.3404621;12.0
Deliveroo;Kapsalon;Karine Grembergen;51.0448385;4.1056225;12.0
Deliveroo;Kapsalon;Karine Dendermonde;51.0288925;4.098554600000001;12.0
Uber Eats;Kapsalon;Memo's;50.7174358;4.3962193;12.0
Uber Eats;Kapsalon;Pita Piramide;50.938;4.03187;12.0
Uber Eats;Kapsalon;Yummy Street Food;51.20832;3.22223;12.0
Uber Eats;Kapsalon;Pizza Meet Point;51.0951;4.50295;12.0
Uber Eats;Kapsalon;Urban pizza;51.05315;3.74613;12.0
Takeaway;Kapsalon;Best Kebab;51.232577;2.9159456;12.0
Takeaway;Kapsalon;Can Snack;50.9429437;4.0288648;12.0
Takeaway;Kapsalon;Eethuis Istanbul;51.0320949;4.8327207;12.0
Takeaway;Kapsalon;Euro Kebab-Pizza;51.027906;5.5321544;12.0
Takeaway;Kapsalon;Fresca;50.8448432;3.6028256;12.0
Takeaway;Kapsalon;Frituur Pitta Twee Deuren;50.9413006;3.6335992;12.0
Takeaway;Kapsalon;Pizza Grill Huis;50.9306343;4.7245528;12.0
Takeaway;Kapsalon;Izmir Kebab;51.232292;2.914207;12.0
Takeaway;Kapsalon;Karine Grembergen;51.0448154;4.1055125;12.0
Takeaway;Kapsalon;Kebap Kursat;50.9787777;4.9792033;12.0
Takeaway;Kapsalon;Kebap - Pizza De Brug;0.0;0.0;12.0
Takeaway;Kapsalon;Snack Kursatto;50.7475772;3.6015994;12.0
Takeaway;Kapsalon;M84U;50.8068626;5.0969517;12.0
Takeaway;Kapsalon;Mario's Pizza;51.2924252;4.4441251;12.0
Takeaway;Kapsalon;Pizzaria Vlam II;51.3706301;4.9941559;12.0
Takeaway;Kapsalon;Pita Piramide;50.9379926;4.0319358;12.0
Takeaway;Kapsalon;Pita Pyramide;50.8443904;3.6037331;12.0
Takeaway;Kapsalon;Pita4you;0.0;0.0;12.0
Takeaway;Kapsalon;Pitta & Grill ‘T Parkske;50.8456491;3.6096502;12.0
Takeaway;Kapsalon;Pizza Bodrum;51.069962;4.5316614;12.0
Takeaway;Kapsalon;Pizza Efe Westerlo;51.0875698;4.8717344;12.0
Takeaway;Kapsalon;Memo Pizza;50.9196292;3.8620404;12.0
Takeaway;Kapsalon;Pizza Palace;51.145525;4.2987186;12.0
Takeaway;Kapsalon;Snack Aydin Genk;50.9635393;5.500285;12.0
Takeaway;Kapsalon;Snack Bodrum;50.84294;4.4083082;12.0
Takeaway;Kapsalon;Snack Georges Henri;50.8437401;4.4126857;12.0
Takeaway;Kapsalon;Snack-Grill Berchem;51.1976017;4.4242343;12.0
Takeaway;Kapsalon;Snack L'oppem;50.8594957;4.5141147;12.0
Takeaway;Kapsalon;Osman Kebab Pizzeria;50.817049;5.1770964;12.0
Takeaway;Kapsalon;De Waterput;51.33266;4.9590822;12.0
Takeaway;Kapsalon;Urban pizza;51.0531394;3.7461081;12.0
Takeaway;Kapsalon;Wow Pizza;51.303104;4.7355146;12.0
Takeaway;Kapsalon;Stela;51.1046623;5.0021347;12.05
Takeaway;Kapsalon;Pizza Efe Berlaar;51.0828962;4.6687013;12.06
Takeaway;Kapsalon;Eethuis Florya Neerpelt;51.2317153;5.4469011;12.07
Takeaway;Kapsalon;Pizzaria Gunther;51.117996;4.656598;12.07
Takeaway;Kapsalon;Milo II Kebap Pizza Pasta;51.2372439;5.113052;12.08
Takeaway;Kapsalon;Pita Sofra;51.17049;4.1440005;12.08
Takeaway;Kapsalon;Sam Kebab;50.987235;4.8388002;12.09
Uber Eats;Kapsalon;Pita Pizza Primax;51.28197;4.41785;12.1
Takeaway;Kapsalon;Anatolia 23;51.2514972;5.5466132;12.1
Takeaway;Kapsalon;Anatolia;51.0280462;4.0987641;12.1
Takeaway;Kapsalon;'t Kebabske;51.0258352;5.3753281;12.1
Takeaway;Kapsalon;Pizza Pitta Flora;51.0193229;3.764036;12.11
Takeaway;Kapsalon;TAT;50.9263663;5.3399257;12.12
Takeaway;Kapsalon;Pizza Efe Olen;51.1433937;4.8599987;12.13
Takeaway;Kapsalon;Sahin Eethuis;51.18434;4.9846778;12.13
Deliveroo;Kapsalon;Bosphorus Snack;50.816322;4.4281378;12.14
Takeaway;Kapsalon;Grillhouse Kusadasi;50.9311393;5.5741936;12.14
Takeaway;Kapsalon;Pitta & Pizza Antalya;51.2114476;4.251832;12.15
Uber Eats;Kapsalon;layana food;51.24433;4.44462;12.17
Takeaway;Kapsalon;Orient KURINGEN;50.9415088;5.3007665;12.17
Takeaway;Kapsalon;Eethuis Troja;51.1788669;4.831852;12.17
Takeaway;Kapsalon;Pizza La Vince;51.0992448;4.2342988;12.17
Takeaway;Kapsalon;Topkapi-Pitta Grillhouse;51.132175;2.6723878;12.17
Takeaway;Kapsalon;Poker Friet;50.9865354;4.7810916;12.19
Takeaway;Kapsalon;Reet Grillhouse;51.1148621;4.3898315;12.2
Takeaway;Kapsalon;Bel Kebab;51.0588082;5.2733333;12.21
Takeaway;Kapsalon;Pitta Kebab Sude;50.9998937;3.7501562;12.22
Uber Eats;Kapsalon;The Daily;51.21303;4.25677;12.23
Deliveroo;Kapsalon;Kebab@home;50.9369842;4.0271876;12.25
Deliveroo;Kapsalon;Dailyslice;51.2110818;3.2424745;12.25
Uber Eats;Kapsalon;Pitta Pizza Asmin;51.06037;3.74785;12.25
Uber Eats;Kapsalon;Moni;51.205426768731755;4.472862170249654;12.25
Uber Eats;Kapsalon;Amon;51.29501;4.48913;12.25
Takeaway;Kapsalon;Amon;51.2950518;4.4892408;12.25
Takeaway;Kapsalon;Asmin;51.060475;3.7477763;12.25
Takeaway;Kapsalon;Bosphorus;51.1038132;3.9928181;12.25
Takeaway;Kapsalon;Pizza kebap Pasa;51.0538633;4.883327;12.25
Takeaway;Kapsalon;Hever Kebab;50.992436;4.555168;12.25
Takeaway;Kapsalon;Isis;51.4281673;4.4618152;12.25
Takeaway;Kapsalon;La Rosa;51.1819222;4.6016273;12.25
Takeaway;Kapsalon;Moni;51.2054624;4.4728745;12.25
Takeaway;Kapsalon;Pizza Pita Ege 2;51.0555994;4.2056305;12.25
Takeaway;Kapsalon;Pizzeria Alma;50.87551;4.7301188;12.25
Takeaway;Kapsalon;Sebo;50.8084433;5.4662026;12.25
Uber Eats;Kapsalon;TAT;50.92666;5.34127;12.28
Takeaway;Kapsalon;Ali Baba;50.8788873;4.7000875;12.28
Uber Eats;Kapsalon;Doy Doys;51.1969691656475;4.458203143931745;12.29
Takeaway;Kapsalon;Best Grill;50.7710849;3.8828792;12.29
Takeaway;Kapsalon;Kebap Nisa;51.1982186;3.2193108;12.31
Takeaway;Kapsalon;Istanbul;50.8788052;4.7001891;12.32
Deliveroo;Kapsalon;Ali Baba Stalenstraat;50.9935238;5.5186852;12.33
Takeaway;Kapsalon;Ali Baba Vennestraat;50.9802545;5.4919544;12.33
Takeaway;Kapsalon;Ali Baba Stalenstraat;50.9935263;5.5186807;12.33
Takeaway;Kapsalon;Eethuis Mehmet;50.8487033;5.4899992;12.33
Takeaway;Kapsalon;Eethuis Bij Hakan;51.0347288;5.729146;12.38
Takeaway;Kapsalon;Pizza Ti Amo;50.8745392;4.6914768;12.38
Takeaway;Kapsalon;M&N Royal;51.0761247;4.7219067;12.38
Uber Eats;Kapsalon;Heuvelpoort - Frituur & Snack;51.037051;3.7265533;12.4
Takeaway;Kapsalon;Ada Grill & Burger;50.8465692;5.6941176;12.4
Takeaway;Kapsalon;Dennis Kebap;51.0698019;5.0882976;12.4
Takeaway;Kapsalon;Frituur Heuvelpoort;51.0370599;3.726667;12.4
Takeaway;Kapsalon;Number One Snack;50.9453622;5.2611201;12.4
Takeaway;Kapsalon;Pizza Hanoo;51.0021956;3.8813768;12.4
Takeaway;Kapsalon;Kral Snacks;51.1750392;5.1355752;12.43
Takeaway;Kapsalon;Pizza Efe Hulshout;51.0759414;4.7886443;12.44
Uber Eats;Kapsalon;Pizza Trenti Schoten;51.25363;4.50219;12.5
Takeaway;Kapsalon;Anka Kebab;50.9073594;5.0596721;12.5
Takeaway;Kapsalon;Boston Pizza;50.9672032;3.9770103;12.5
Takeaway;Kapsalon;Frituur Cité;50.9811288;5.4923153;12.5
Takeaway;Kapsalon;De Mijn Kebab;51.0372686;5.3310157;12.5
Takeaway;Kapsalon;Eethuis familia;51.219894;4.2795415;12.5
Takeaway;Kapsalon;Gold Pizza;51.2464296;4.4477511;12.5
Takeaway;Kapsalon;Kebap Corner;50.978933;5.0567785;12.5
Takeaway;Kapsalon;Madame Gusto;50.8856404;4.3176225;12.5
Takeaway;Kapsalon;Toscana;51.1586094;4.4913434;12.5
Takeaway;Kapsalon;Pizza & Pitta Home;51.1060883;3.9879205;12.5
Takeaway;Kapsalon;Pizza Florida;50.839714;3.47281;12.5
Takeaway;Kapsalon;Pizza Midas;51.2080947;3.4510793;12.5
Takeaway;Kapsalon;Pizzeria Pompeji;51.1975082;4.4527734;12.5
Takeaway;Kapsalon;Pizza Trenti;51.2536044;4.5023549;12.5
Takeaway;Kapsalon;Pyramide;51.24612;5.54582;12.5
Takeaway;Kapsalon;Snack Corner;51.0702663;4.036278;12.5
Takeaway;Kapsalon;Snack Opwijk;50.9691957;4.1890306;12.5
Takeaway;Kapsalon;Snack Ot's;50.8709745;4.375243;12.5
Takeaway;Kapsalon;Snack Sympa;50.8365798;4.3661102;12.5
Takeaway;Kapsalon;Steakhouse Mamma;51.4430011;4.9296567;12.5
Takeaway;Kapsalon;Kebap Store;50.9799202;4.9708248;12.53
Takeaway;Kapsalon;Wemmel Grill;50.91032;4.3009225;12.53
Takeaway;Kapsalon;Aladin;50.9330042;5.3268261;12.6
Takeaway;Kapsalon;Kebab Time;51.226;5.3141255;12.6
Takeaway;Kapsalon;Qivvi;51.161534;4.6696033;12.6
Takeaway;Kapsalon;Efes bij Carlos Niko;50.988972;4.840586;12.63
Takeaway;Kapsalon;Dr. Grill;51.252831;5.106028;12.63
Takeaway;Kapsalon;Musty Kebab;51.1261817;5.358197;12.63
Takeaway;Kapsalon;De ster pizzeria & doner kebap;51.0905238;4.9161535;12.63
Uber Eats;Kapsalon;Campus & Fratelli;51.2250618;4.4074559;12.64
Takeaway;Kapsalon;Plaza Snacks;51.0229785;5.3137589;12.64
Takeaway;Kapsalon;Anatolian Kebap;51.0673158;5.0911336;12.67
Takeaway;Kapsalon;Sofram;51.0746271;5.2202015;12.67
Takeaway;Kapsalon;Pitta Gizem;50.9401098;4.0432019;12.7
Takeaway;Kapsalon;Pizzo;50.998208;4.1295875;12.7
Takeaway;Kapsalon;Antalya Kebab;51.1948087;4.7340181;12.71
Takeaway;Kapsalon;Eethuis Meyman;50.9426912;5.2861735;12.71
Takeaway;Kapsalon;Pizza Point;51.1235066;4.8682401;12.72
Takeaway;Kapsalon;Eetboutique Kaya;50.9075832;5.4189421;12.75
Takeaway;Kapsalon;Pizza Sam;51.3169613;3.133781;12.75
Takeaway;Kapsalon;Snack Unal;51.1866205;5.1177366;12.75
Takeaway;Kapsalon;Seven Kebap 7;50.9323878;5.3422072;12.75
Takeaway;Kapsalon;The Daily;51.212832;4.2564012;12.77
Takeaway;Kapsalon;Call Pizza;51.0416276;4.5157261;12.78
Takeaway;Kapsalon;Balen'se Kebap;51.1710139;5.1663912;12.8
Takeaway;Kapsalon;Kent;51.183926;5.1148286;12.8
Takeaway;Kapsalon;Venus 7;51.0874035;5.2196722;12.8
Takeaway;Kapsalon;Venus 8;51.055254;5.2738908;12.8
Takeaway;Kapsalon;Melita;51.2142722;4.2572492;12.82
Deliveroo;Kapsalon;Frituur Bossuwé Pottelberg;50.81315130000001;3.2494097;12.83
Takeaway;Kapsalon;Huzur Pizzeria Kebab;51.1163805;5.2619274;12.86
Takeaway;Kapsalon;Ottoman Eethuis;50.8730912;5.5212681;12.86
Takeaway;Kapsalon;Friterie Houba;50.8860058;4.3425412;12.9
Takeaway;Kapsalon;Pizzalijn Berchem;51.1973852;4.430622;12.9
Takeaway;Kapsalon;Cappadocia;51.2180687;4.419398;12.92
Takeaway;Kapsalon;Melita;50.890503;3.0607631;12.92
Takeaway;Kapsalon;Bosphorus;50.8753181;5.3082716;12.93
Takeaway;Kapsalon;Brasserie Shammy's;51.1793005;4.3779457;12.94
Uber Eats;Kapsalon;Kebab@Home;50.9370516;4.0272089;13.0
Uber Eats;Kapsalon;Pittaland Erembodegem;50.92075;4.07018;13.0
Takeaway;Kapsalon;Ararat;50.8116006;5.1899666;13.0
Takeaway;Kapsalon;Baskent Balen;51.1728415;5.1696578;13.0
Takeaway;Kapsalon;De Fontein;51.2191013;4.1945366;13.0
Takeaway;Kapsalon;Istanbul Resto Snack;51.1321422;2.7512009;13.0
Takeaway;Kapsalon;Kebab@Home;50.9369842;4.0271876;13.0
Takeaway;Kapsalon;Konak Pizzeria Doner Kebab;51.1763368;5.8374658;13.0
Takeaway;Kapsalon;Mamma Mia;50.8133081;5.6691349;13.0
Takeaway;Kapsalon;Mira;0.0;0.0;13.0
Takeaway;Kapsalon;Pitta Izmir 2 Ertvelde;51.1802528;3.7467185;13.0
Takeaway;Kapsalon;Pizza Efe Itegem;51.1032629;4.7276196;13.0
Takeaway;Kapsalon;Pizza Town Houtem;50.9207779;3.8538031;13.0
Takeaway;Kapsalon;Resto Snack Alanya;51.116352;2.681679;13.0
Takeaway;Kapsalon;King Of Kebab;51.0534807;4.8821208;13.0
Takeaway;Kapsalon;Eethuis Turnhout;51.319332;4.949775;13.07
Takeaway;Kapsalon;Ediz Pizza-Pita;50.9911311;3.8307237;13.07
Takeaway;Kapsalon;Pitta Sari 9040;51.0528254;3.7474673;13.09
Takeaway;Kapsalon;Pizza Sultan Westmeerbeek;51.0607777;4.8365614;13.1
