company;menu_item_name;restaurant_name;latitude;longitude;avg_kapsalon
Deliveroo;Kapsalon;Pizzeria Amore;50.8296651;3.2715595;4.5
Uber Eats;Kapsalon;Pizzeria Amore;50.82996;3.27097;4.5
Deliveroo;Kapsalon;Yamal Alsham ;51.2182847;4.418298200000001;5.0
Uber Eats;Kapsalon;Tubize Food;50.69286;4.20507;5.0
Uber Eats;Kapsalon;Barbecue Duhok;51.06056;3.71041;5.0
Uber Eats;Kapsalon;Ã–z Ahi;51.19;4.37771;5.0
Takeaway;Kapsalon;Öz Ahi Döner;51.1899559;4.3778795;5.0
Deliveroo;Kapsalon;ÖZ AHI;51.1899486;4.3778715;5.5
Takeaway;Kapsalon;Street Kap;50.853887;4.3537965;5.7
Deliveroo;Kapsalon;Z'appétit;50.86797929999999;4.3205671;5.83
Uber Eats;Kapsalon;De Kapsalon;51.20939;4.42945;5.95
Deliveroo;Kapsalon;Kebab Vrijdag;51.05631;3.726280499999999;6.0
Takeaway;Kapsalon;Foodbar Melisa;50.8899295;5.6506281;6.0
Takeaway;Kapsalon;Gevara;51.219154;4.419343;6.0
Takeaway;Kapsalon;Snack Babylon Uccle;50.7997464;4.3366474;6.0
Deliveroo;Kapsalon;Pitta Cengoo;51.0527847;3.7463782;6.13
Takeaway;Kapsalon;Sultan Kebap;51.218858;4.4050159;6.19
Deliveroo;Kapsalon;De Nijl | Leuven;50.8756293;4.7001928;6.25
Uber Eats;Kapsalon;Yamal Alsham Antwerpen;51.21829;4.41831;6.38
Deliveroo;Kapsalon;Solav Kebab;51.2189946;4.420245899999999;6.45
Uber Eats;Kapsalon;tok tok;51.22517;4.40467;6.47
Uber Eats;Kapsalon;Mi-Chaud Snack;51.22519;4.40478;6.47
Deliveroo;Kapsalon;Afghan Restaurant Mahya;51.2226074;4.425693;6.5
Uber Eats;Kapsalon;Snack Istanbul;50.83547732424592;4.311028588166092;6.5
Uber Eats;Kapsalon;Amigo's;51.1652283;4.1427483;6.5
Uber Eats;Kapsalon;Buenos Burgers;51.2076333;4.4649362;6.5
Takeaway;Kapsalon;Hawin Bakkerij Gent;51.0567129;3.7352987;6.5
Takeaway;Kapsalon;Snack Mogusto;50.8391966;4.3341794;6.5
Takeaway;Kapsalon;Najmat Al shaam;51.214038;4.4411826;6.5
Uber Eats;Kapsalon;Nrj;50.87218;4.39123;6.67
Uber Eats;Kapsalon;Eldina Snack & Resto;51.24087;4.43924;6.75
Takeaway;Kapsalon;Chill's Corner;51.1988853;4.4283805;6.75
Takeaway;Kapsalon;Grillé Darna;50.8701862;4.3722995;6.8
Deliveroo;Kapsalon;Steakhouse pizzaria Amsterdam;51.1861375;4.3874416;6.81
Uber Eats;Kapsalon;Pitta House;50.82531;3.26488;6.95
Takeaway;Kapsalon;Snack Istanbul Wayez;50.835412;4.3110307;6.99
Deliveroo;Kapsalon;Ali Kebab ;51.06086519999999;3.7012991;7.0
Deliveroo;Kapsalon;Pizza Posto;50.8760583;4.708988199999999;7.0
Deliveroo;Kapsalon;Max snacks;50.945308;3.1194103;7.0
Uber Eats;Kapsalon;Pyramide grillroom pizza pita pasta;51.2275;4.51831;7.0
Uber Eats;Kapsalon;Viva La Snack;50.80944;3.18506;7.0
Uber Eats;Kapsalon;Snack Resto de Chef;50.92939;4.42223;7.0
Uber Eats;Kapsalon;Chicken Center;51.21951;4.419;7.0
Uber Eats;Kapsalon;Kebab love;51.0497458;3.7322255;7.0
Takeaway;Kapsalon;Akym Food;50.8769268;4.3792967;7.0
Takeaway;Kapsalon;Bereket Eethuis & Bakkerij;51.2075049;4.465058;7.0
Takeaway;Kapsalon;Buenos Burgers;51.2075496;4.4649243;7.0
Takeaway;Kapsalon;Chicken Center;51.2194223;4.4189822;7.0
Takeaway;Kapsalon;La Medina Chez Houssin;50.8459048;4.3425521;7.0
Takeaway;Kapsalon;Napolitano;51.223938;3.22676;7.0
Takeaway;Kapsalon;Pizza Deliorman;50.8360373;4.3268519;7.0
Takeaway;Kapsalon;Resto Snack Zen;50.9276312;4.4331812;7.0
Takeaway;Kapsalon;Snack Omar;51.2253019;4.4167098;7.0
Takeaway;Kapsalon;Sultan Kebap Geel;51.1666658;4.9889729;7.0
Uber Eats;Kapsalon;Kaboulsnack;50.82957;4.306;7.04
Uber Eats;Kapsalon;Sofra;51.1704312;4.1439551;7.08
Uber Eats;Kapsalon;De Nijl;50.87566;4.70004;7.08
Takeaway;Kapsalon;Snack Pamukkale;51.0625456;3.6986091;7.13
Deliveroo;Kapsalon;Kap Saloon;50.8686357;4.3122373;7.14
Takeaway;Kapsalon;Maison Grill;50.8578394;4.319434;7.17
Takeaway;Kapsalon;Damas Veneto;51.2207499;4.4266288;7.19
Uber Eats;Kapsalon;Mahya;51.2226;4.42561;7.22
Deliveroo;Kapsalon;Kapsalon ;51.2094928;4.4295403;7.23
Deliveroo;Kapsalon;Snack Gürso;50.8726117;4.3907899;7.25
Deliveroo;Kapsalon;Pitta Moorselbaan;50.942187;4.046648;7.25
Uber Eats;Kapsalon;Dinner & you burgers, grill & more ;51.17092;3.86017;7.25
Uber Eats;Kapsalon;Golden Friet;51.05668;3.71002;7.25
Uber Eats;Kapsalon;Pala's Food;50.87344;4.31345;7.25
Uber Eats;Kapsalon;Snack de prins;51.19741;4.42432;7.25
Takeaway;Kapsalon;Snack Nakhil;51.2179847;4.4288729;7.25
Uber Eats;Kapsalon;Pizzeria steakhouse Amsterdam;51.18616;4.38731;7.32
Deliveroo;Kapsalon;Grill Leuven;50.8771943;4.700696;7.33
Takeaway;Kapsalon;Best of Kebap & Pizza Dender;50.8920932;4.0721603;7.33
Deliveroo;Kapsalon;Istanbul leuven;50.8788052;4.7001891;7.38
Uber Eats;Kapsalon;Grill Leuven;50.877283;4.70103;7.38
Uber Eats;Kapsalon;Pitta Melissa;51.037178;3.7405629;7.38
Uber Eats;Kapsalon;Ali Baba;50.8789029;4.7000107;7.38
Takeaway;Kapsalon;Al Baraka;51.037434;4.476926;7.42
Deliveroo;Kapsalon;Star Kebab;51.3216267;4.9368617;7.43
Deliveroo;Kapsalon;That's Kebap;51.0611441;3.7011711;7.46
Deliveroo;Kapsalon;TCHITCHI KEBAB PIZZERIA;51.2251546;4.4048148;7.47
Deliveroo;Kapsalon;Het Hoekske;50.8771289;4.7004385;7.5
Deliveroo;Kapsalon;Hot Pizza;51.0579276;3.7067908;7.5
Deliveroo;Kapsalon;Snack ozzy;51.0375788;3.7423194;7.5
Deliveroo;Kapsalon;ANATOLIA hoboken;51.1746364;4.3662012;7.5
Deliveroo;Kapsalon;Shoarma Baghdad;51.2191294;4.4193314;7.5
Uber Eats;Kapsalon;Bolifrit;51.20364;4.38934;7.5
Uber Eats;Kapsalon;Anatolia Bakkerij;51.17458;4.36611;7.5
Uber Eats;Kapsalon;Marinah;50.83499;4.30592;7.5
Uber Eats;Kapsalon;Pizza Posto;50.87601;4.70914;7.5
Uber Eats;Kapsalon;Al Manama;50.8385187;4.3102498;7.5
Uber Eats;Kapsalon;Friethouse - Merksem;51.24035;4.43869;7.5
Uber Eats;Kapsalon;Istanbul Eethuis;51.2191061;4.4193604;7.5
Uber Eats;Kapsalon;Snack Ozzy;51.03761;3.74225;7.5
Uber Eats;Kapsalon;Il Padrino;50.86166;4.3028;7.5
Uber Eats;Kapsalon;Amine Delices;50.86883;4.3111409;7.5
Takeaway;Kapsalon;Bolifrit;51.2036366;4.3893121;7.5
Takeaway;Kapsalon;Istanbul Eethuis;51.2190487;4.4193643;7.5
Takeaway;Kapsalon;Kebab Bizet;50.8254856;4.2987251;7.5
Takeaway;Kapsalon;Koz Kebap;51.226234;4.425389;7.5
Takeaway;Kapsalon;Marinah;50.8349879;4.305918;7.5
Takeaway;Kapsalon;Snack 4 You;50.8240914;4.2958255;7.5
Takeaway;Kapsalon;Snack Clems;50.842117;4.33133;7.5
Takeaway;Kapsalon;Snack Cousin;50.8281543;4.3304799;7.5
Takeaway;Kapsalon;Snack La Cage;50.8719335;4.3754976;7.5
Takeaway;Kapsalon;'t Gouden Frietje;51.161182;4.1323647;7.5
Takeaway;Kapsalon;Tucker Food;50.78019;3.0345345;7.5
Takeaway;Kapsalon;Snack neerstalle;50.8078851;4.3164883;7.56
Takeaway;Kapsalon;De Nijl 1;50.8756293;4.7001928;7.58
Deliveroo;Kapsalon;Friterie Ylli;50.8952141;4.3720045;7.63
Uber Eats;Kapsalon;Mimm's ;51.17938;4.37792;7.63
Uber Eats;Kapsalon;ANTWERP PIZZA-PASTA-KEBAB;51.21978;4.40266;7.63
Takeaway;Kapsalon;Snack & Pizza de Oase;50.9310813;4.4249935;7.63
Deliveroo;Kapsalon;Frituur het kroontje;51.2329817;4.4531407;7.64
Takeaway;Kapsalon;Frituur 't Kroontje;51.2329817;4.4531407;7.64
Deliveroo;Kapsalon;samo bakkerij;51.208929;4.4491621;7.65
Takeaway;Kapsalon;Samo Bakkerij & Snack;51.208929;4.4491621;7.65
Deliveroo;Kapsalon;Arif Usta;51.072137;3.7100586;7.67
Deliveroo;Kapsalon;Kebab love ;51.0497458;3.7322255;7.67
Takeaway;Kapsalon;Pita Express;51.1829645;4.3833547;7.69
Deliveroo;Kapsalon;Pizza Mia Ghent;51.06783069999999;3.7290914;7.75
Uber Eats;Kapsalon;Pita Planet Frituur;51.16387;4.1393;7.75
Takeaway;Kapsalon;Snack El Medina;50.9884185;5.6923432;7.75
Uber Eats;Kapsalon;Gansho Food;50.87174;4.31109;7.8
Uber Eats;Kapsalon;Ã–zmu Snack;50.83977;4.30707;7.8
Uber Eats;Kapsalon;Pizza Punto;50.847103822701136;4.821171476416675;7.8
Takeaway;Kapsalon;Snack Au Lunch;50.8888894;4.3389537;7.8
Takeaway;Kapsalon;Snack Özmu;50.8397466;4.3070863;7.8
Takeaway;Kapsalon;A La Turka Berchem;51.1967036;4.4224195;7.83
Takeaway;Kapsalon;Frituur Plantin;51.2102952;4.4277605;7.83
Takeaway;Kapsalon;Antwerp Pizza - Pasta - Kebab;51.2198579;4.4027308;7.88
Deliveroo;Kapsalon;Lezziz;50.8249196;3.2722017;7.9
Uber Eats;Kapsalon;The Burger Bar ;50.79322;4.48221;7.9
Uber Eats;Kapsalon;Pacha Kebap;50.8254855;4.297839;7.94
Takeaway;Kapsalon;Solav Kebab;51.2189946;4.4202459;7.95
Deliveroo;Kapsalon;Ada Eethuis;50.868771;4.6990148;8.0
Deliveroo;Kapsalon;Ada Pizza;50.868771;4.6990148;8.0
Deliveroo;Kapsalon;FRITUUR OVERPOORT;51.0405731;3.725505;8.0
Deliveroo;Kapsalon;Belfort Fast Food;51.2131824;3.2182781;8.0
Deliveroo;Kapsalon;Sabito's Pizza;51.2176988;4.427042999999999;8.0
Deliveroo;Kapsalon;Dejeuner Delice;51.2078277;4.4643244;8.0
Deliveroo;Kapsalon;Kulba Kabul ( Afghan restaurant);51.06084329999999;3.7102631;8.0
Deliveroo;Kapsalon;Shaam;50.9332903;5.3331392;8.0
Deliveroo;Kapsalon;Snack Aalst;50.9399256;4.0258409;8.0
Deliveroo;Kapsalon;Ghoshto Eethuis;51.196372;4.4434889;8.0
Deliveroo;Kapsalon;Fratello KORTRIJK;50.8107376;3.2995754;8.0
Deliveroo;Kapsalon;Kokorecci Antwerpen;51.2021287;4.3928709;8.0
Uber Eats;Kapsalon;Frituur nounou ;51.13211;4.56687;8.0
Uber Eats;Kapsalon;Istanbul pita & pizza ;51.28356;4.41634;8.0
Uber Eats;Kapsalon;Just Veggies;51.18477;4.38705;8.0
Uber Eats;Kapsalon;Restaurant Kulba Kabul;51.06084;3.71023;8.0
Uber Eats;Kapsalon;Grillhouse Seven & Ipek;51.15627;4.14989;8.0
Uber Eats;Kapsalon;Snack Derik;50.94189;4.0448;8.0
Uber Eats;Kapsalon;FRITUUR OVERPOORT;51.04086;3.7255595;8.0
Takeaway;Kapsalon;Snack Seven;50.8219526;4.3421654;8.0
Takeaway;Kapsalon;Almina;51.1785685;4.3587163;8.0
Takeaway;Kapsalon;Don Sako;50.7526979;5.0808884;8.0
Takeaway;Kapsalon;Snack Muide;51.0730654;3.7310747;8.0
Takeaway;Kapsalon;Frituur 't Hoekske;51.2110179;4.4344252;8.0
Takeaway;Kapsalon;Istanbul pizza & pita;51.2798399;4.4187852;8.0
Takeaway;Kapsalon;Mob's Grill (Halal);50.8709695;4.2649549;8.0
Takeaway;Kapsalon;O Saveurs;50.8582362;4.3400189;8.0
Takeaway;Kapsalon;Pitta Isparta;51.0478339;3.7270756;8.0
Takeaway;Kapsalon;Sint-Antonius;51.228675;5.4325213;8.0
Takeaway;Kapsalon;Snack 2500;51.1313923;4.5674943;8.0
Takeaway;Kapsalon;Snack Felix;50.8508108;4.3919207;8.0
Takeaway;Kapsalon;Snack Felix 2;50.8478045;4.3982331;8.0
Takeaway;Kapsalon;Snack La Couronne;50.8297666;4.3786763;8.0
Takeaway;Kapsalon;Tabouleh;51.0387482;3.7467169;8.0
Takeaway;Kapsalon;U Tacos;51.1636273;4.1392218;8.0
Takeaway;Kapsalon;Gulle Lepel;50.9496493;4.3115043;8.04
Takeaway;Kapsalon;Snack Melike;50.8566814;4.3277586;8.04
Uber Eats;Kapsalon;Delta Pizza;51.05751;3.70702;8.1
Deliveroo;Kapsalon;Solav kabab;51.2189432;4.4203149;8.13
Deliveroo;Kapsalon;Pitta-Snack Magic;51.031079;3.7061828;8.13
Takeaway;Kapsalon;Chef Kebab;50.87349;4.315421;8.13
Takeaway;Kapsalon;Snackbar 109;51.2039491;4.394389;8.13
Uber Eats;Kapsalon;Snack Twins;50.80257;4.34119;8.14
Takeaway;Kapsalon;Snack Boniface;50.8361915;4.3656511;8.14
Takeaway;Kapsalon;Star Kebab;51.3216802;4.9367899;8.16
Deliveroo;Kapsalon;Snackbar 109;51.20390399999999;4.394543;8.17
Takeaway;Kapsalon;La Rose;51.2180206;4.4181578;8.2
Deliveroo;Kapsalon;Frituur De Gitschotel;51.2003843;4.4406962;8.25
Uber Eats;Kapsalon;Snack gurso;50.872596506878565;4.390637865145786;8.25
Uber Eats;Kapsalon;Pita Moorselbaan;50.9421559;4.04657;8.25
Uber Eats;Kapsalon;Pitta House 2;50.86891;4.31126;8.25
Uber Eats;Kapsalon;Frituur De Gitschotel;51.200447;4.441138;8.25
Takeaway;Kapsalon;Friterie Dailly;50.8529716;4.3882698;8.25
Takeaway;Kapsalon;Frituur De Gitschotel;51.2003641;4.4406549;8.25
Takeaway;Kapsalon;Pitta House 2;50.868915;4.3112619;8.25
Takeaway;Kapsalon;Restaurant Medina;51.1867237;4.3865355;8.25
Takeaway;Kapsalon;Snack Antalya;50.7897166;4.2983155;8.25
Takeaway;Kapsalon;Viva la Snack;50.80947;3.1851952;8.25
Uber Eats;Kapsalon;Snack Pizza Zen;50.9276422156451;4.433235861361027;8.29
Uber Eats;Kapsalon;Sultan kebab;51.01875;4.48317;8.29
Takeaway;Kapsalon;Egmont Snack;51.0224244;4.4820092;8.29
Uber Eats;Kapsalon;Sweet deli;50.844020971804625;4.31348056115117;8.3
Takeaway;Kapsalon;La Casa Snack;51.1647761;4.1415672;8.3
Takeaway;Kapsalon;Atlas Lunch en Grillroom;51.199245;3.811369;8.31
Deliveroo;Kapsalon;Antwerp Kebab;51.2220568;4.4131116;8.33
Uber Eats;Kapsalon;Antwerp Kebab;51.221695;4.4133263;8.33
Uber Eats;Kapsalon;Eethuis Van Gogh;51.18412;4.42715;8.33
Takeaway;Kapsalon;Antwerp Kebab;51.2219602;4.4134255;8.33
Takeaway;Kapsalon;Eethuis Van Gogh;51.1841675;4.4271969;8.33
Takeaway;Kapsalon;Noor Pizza;50.8078304;3.2801325;8.33
Takeaway;Kapsalon;Pitta Snack Waarschoot;51.1516652;3.6077882;8.33
Takeaway;Kapsalon;Snack Grill Pizza Asalam;50.9294474;4.4278192;8.33
Uber Eats;Kapsalon;Huzur Kebab - Lille;51.23214;4.8317;8.38
Takeaway;Kapsalon;Pizza Metin;50.8964317;4.8248638;8.38
Takeaway;Kapsalon;Rifaga;51.1865467;4.3749696;8.38
Takeaway;Kapsalon;Snack Bruxelles;50.8686346;4.374455;8.39
Takeaway;Kapsalon;Pita Pizza Pyramide;51.0847842;3.4483041;8.4
Uber Eats;Kapsalon;Elit;51.22599;4.40095;8.43
Takeaway;Kapsalon;Pita Planet;51.1639517;4.1394059;8.44
Uber Eats;Kapsalon;Ali baba kebab;51.21913;4.42011;8.48
Deliveroo;Kapsalon;Bawabet Demashq;51.2257173;4.4233361;8.5
Deliveroo;Kapsalon;Samet snack grill;50.87126980000001;4.399716199999999;8.5
Deliveroo;Kapsalon;Memo's;50.7174088;4.3962768;8.5
Deliveroo;Kapsalon;kebab Leuven Diestsestraat;50.88035559999999;4.7055925;8.5
Uber Eats;Kapsalon;Mama Eethuis;50.82496;3.27199;8.5
Uber Eats;Kapsalon;Snack evere;50.87125;4.39973;8.5
Uber Eats;Kapsalon;King Pizza & More;51.15955;4.14405;8.5
Uber Eats;Kapsalon;Donerland;51.24508;4.44745;8.5
Uber Eats;Kapsalon;Snack Grill Babylone;50.7997492;4.33645;8.5
Uber Eats;Kapsalon;Pizza Masters ;51.18811;5.12056;8.5
Uber Eats;Kapsalon;Pizzalijn Merksem;51.23866;4.44156;8.5
Uber Eats;Kapsalon;Snack Dem's;50.82777;4.3017688;8.5
Uber Eats;Kapsalon;Pizzeria Fullmoon;51.05801;3.70674;8.5
Uber Eats;Kapsalon;Pizza Hot;51.05791;3.70678;8.5
Uber Eats;Kapsalon;NAZ Kebab;51.2163032;4.39924;8.5
Takeaway;Kapsalon;Amari's;51.215942;4.3292193;8.5
Takeaway;Kapsalon;Bursa Kebab;51.060844;3.701226;8.5
Takeaway;Kapsalon;De Hoek Van Marrakech;50.9092739;4.3519413;8.5
Takeaway;Kapsalon;Eethuis Royale;51.21175;4.4283533;8.5
Takeaway;Kapsalon;Frituur Overpoort;51.0405731;3.725505;8.5
Takeaway;Kapsalon;Kebap Food;50.8739395;4.3145004;8.5
Takeaway;Kapsalon;King Pizza & More;51.1595353;4.1439857;8.5
Takeaway;Kapsalon;King Potato;51.1341236;4.3864343;8.5
Takeaway;Kapsalon;Pita Antalya;50.994568;3.3257418;8.5
Takeaway;Kapsalon;Pizza Napoli;50.8418517;4.9459863;8.5
Takeaway;Kapsalon;Pizza Taliano;50.8154097;3.3179776;8.5
Takeaway;Kapsalon;Pizzeria Lyaz;51.0369563;2.8714629;8.5
Takeaway;Kapsalon;Selale Pitta & Grill;51.0638718;3.7095352;8.5
Takeaway;Kapsalon;Snack Alsemberg;50.8156131;4.3400529;8.5
Takeaway;Kapsalon;Snack Au Petit Creux;50.8518175;4.3850787;8.5
Takeaway;Kapsalon;Choco Pitta;50.8669031;4.3582998;8.5
Takeaway;Kapsalon;Snack Dag;50.8591069;4.3796936;8.5
Takeaway;Kapsalon;Snack Evere;50.8712543;4.3996881;8.5
Takeaway;Kapsalon;Snack Houwaert;50.8527175;4.373779;8.5
Takeaway;Kapsalon;Snack les 2 Frères;50.8572749;4.3730178;8.5
Takeaway;Kapsalon;Snack Papay;50.8367019;4.3808233;8.5
Takeaway;Kapsalon;Turkish Kebap;50.8778404;4.4096982;8.5
Uber Eats;Kapsalon;Only Kebap;51.2212584;4.4024951;8.53
Uber Eats;Kapsalon;Egmont Snack;51.02239;4.48192;8.55
Deliveroo;Kapsalon;eetcafé panorama;51.2152661;4.4378506;8.56
Takeaway;Kapsalon;Lunch Factory;50.8364735;4.3392771;8.57
Takeaway;Kapsalon;Snack Derya;50.848743;4.3189361;8.59
Takeaway;Kapsalon;MARHABA;51.0435964;3.9117998;8.6
Takeaway;Kapsalon;Miro's snack;50.8716804;4.4002252;8.6
Deliveroo;Kapsalon;Snack Ayouni;51.2274273;4.4547623;8.63
Uber Eats;Kapsalon;Snack Cassaba;50.87645752675995;4.4066644807685815;8.63
Takeaway;Kapsalon;Snack Cassaba;50.8765373;4.4066588;8.63
Takeaway;Kapsalon;Snack Ayouni;51.2273916;4.4547647;8.63
Uber Eats;Kapsalon;Ottoman BBQ;51.0611;3.69323;8.67
Takeaway;Kapsalon;Ali Baba;51.1344772;4.5701273;8.67
Takeaway;Kapsalon;Pizza Paleis Haasdonk;51.1798851;4.2334942;8.67
Deliveroo;Kapsalon;Snack Nakhil;51.2179812;4.428862899999999;8.68
Uber Eats;Kapsalon;Snack nakhil;51.21803;4.42875;8.68
Uber Eats;Kapsalon;Pitta Bodrum;50.831;3.25553;8.7
Uber Eats;Kapsalon;Fast2go ;51.02844;4.4783;8.7
Takeaway;Kapsalon;Pitta Moorselbaan;50.9421771;4.0466792;8.7
Takeaway;Kapsalon;Sardinië;51.1344736;4.5655313;8.7
Deliveroo;Kapsalon;yalcin snacks;50.94283;3.124207;8.75
Uber Eats;Kapsalon;NewWay;50.87983;4.70054;8.75
Uber Eats;Kapsalon;Cicek Kebab;50.83326;4.32852;8.75
Takeaway;Kapsalon;Pim's Burger;50.8405877;4.3322309;8.75
Takeaway;Kapsalon;Snack Bodrum;50.9285905;4.4218529;8.75
Takeaway;Kapsalon;Snack Tour et Taxi;50.8635228;4.3443448;8.79
Uber Eats;Kapsalon;Samoo baba;51.21901;2.90793;8.8
Uber Eats;Kapsalon;Best Fresh ;50.7713494;4.5350813;8.8
Uber Eats;Kapsalon;Meydaan;51.16472;4.14158;8.8
Takeaway;Kapsalon;Eetcafé Ossendrecht;51.3937523;4.3295408;8.8
Takeaway;Kapsalon;Pizza Punto;50.8474702;4.8209022;8.8
Takeaway;Kapsalon;Shaan pizza;51.0971005;3.2095149;8.8
Takeaway;Kapsalon;Cicek kebab;50.8332944;4.3285403;8.82
Uber Eats;Kapsalon;Ali Baba Mechelen;51.018564;4.48254;8.83
Uber Eats;Kapsalon;Liva Kebab;51.2025914;4.3899234;8.83
Takeaway;Kapsalon;Frituur Karin;50.96179;4.4555063;8.83
Takeaway;Kapsalon;Snack Aquarium;50.8243819;4.4004368;8.83
Takeaway;Kapsalon;Snack Boss;50.9420067;4.0351025;8.83
Uber Eats;Kapsalon;Pizza Napoli Kontich;51.13204;4.44694;8.86
Takeaway;Kapsalon;Salt n' Pepper Snack Burgerhouse;51.2198804;4.4385031;8.86
Deliveroo;Kapsalon;Ali Baba;50.8788881;4.700082999999999;8.88
Deliveroo;Kapsalon;Uniq Kebab;51.0268966;3.7218444;8.88
Uber Eats;Kapsalon;Pizza Vali;51.2268;4.51877;8.89
Deliveroo;Kapsalon;Tasty World Hoogpoort;51.055791;3.7225961;8.9
Deliveroo;Kapsalon;Pizza Sole Mio;50.878939;4.700267999999999;8.9
Uber Eats;Kapsalon;Pizza Florence;51.135663185273565;4.443796606979154;8.9
Uber Eats;Kapsalon;Pizzalijn Berchem;51.19851;4.4315;8.9
Uber Eats;Kapsalon;Tasty World;51.0556705;3.7228147;8.9
Takeaway;Kapsalon;Valento Pizzeria;51.1402858;4.3375162;8.9
Deliveroo;Kapsalon;Bogaz Kebab;50.94920579999999;3.1317448;8.92
Takeaway;Kapsalon;Snack Ailnor;50.9494353;3.1313294;8.94
Deliveroo;Kapsalon;Pitta ;50.8252119;3.2646587;8.95
Uber Eats;Kapsalon;Snackbar 9000;51.0497258;3.7318555;8.95
Takeaway;Kapsalon;King Pizza Vilvoorde;50.929214;4.4269543;8.95
Takeaway;Kapsalon;Mixor Kebab;51.2192348;4.4203085;8.98
Deliveroo;Kapsalon;Damasveneto;51.2207499;4.4266288;8.99
Takeaway;Kapsalon;Best Fresh;50.7713494;4.5350813;8.99
Deliveroo;Kapsalon;Masala Express;50.8083945;3.279237;9.0
Deliveroo;Kapsalon;Grand Basha;51.22195439999999;3.2077884;9.0
Deliveroo;Kapsalon;Snack Canlar;50.929419;4.4221315;9.0
Deliveroo;Kapsalon;Sfinx Turnhout;51.3220649;4.952329;9.0
Deliveroo;Kapsalon;Broodjeszaak PAINDOR;50.9304853;5.343439099999999;9.0
Uber Eats;Kapsalon;Kebap Food;50.87394;4.3145;9.0
Uber Eats;Kapsalon;Ghoshto Eethuis;51.19642;4.44363;9.0
Uber Eats;Kapsalon;My Pizza;50.82515356342085;3.264678195118904;9.0
Uber Eats;Kapsalon;Grand Basha Brugge;51.22202;3.20787;9.0
Uber Eats;Kapsalon;PALMIRA RESTAURANT;51.21822;4.41831;9.0
Uber Eats;Kapsalon;Resto Ky;51.09036;3.7163;9.0
Uber Eats;Kapsalon;Mixor Kebab;51.21893;4.42001;9.0
Uber Eats;Kapsalon;Best Kebab;51.2325423;2.9166375;9.0
Uber Eats;Kapsalon;D'oude Stad;51.2203;4.39974;9.0
Uber Eats;Kapsalon;Sfinx;51.32196;4.95232;9.0
Takeaway;Kapsalon;Ali Baba - Chez Assaad;50.8078796;4.2887373;9.0
Takeaway;Kapsalon;Ali Pizzahuis;51.3015694;4.5703876;9.0
Takeaway;Kapsalon;Breughelhof Cafe Bistro;51.1764672;4.3669013;9.0
Takeaway;Kapsalon;Cesar Pizza Snack;51.042915;3.7373457;9.0
Takeaway;Kapsalon;Damasco;50.8773949;4.703391;9.0
Takeaway;Kapsalon;Dar Es Salaam;50.8505236;3.287144;9.0
Takeaway;Kapsalon;Eric's Burger & Streetfood;50.8577828;4.3642117;9.0
Takeaway;Kapsalon;Family;50.8766627;4.3405033;9.0
Takeaway;Kapsalon;Frituur Nou Nou;51.1321495;4.5668378;9.0
Takeaway;Kapsalon;Frituur 't Bekske;51.0407393;5.2817897;9.0
Takeaway;Kapsalon;Kokorecci Antwerpen;51.2021287;4.3928709;9.0
Takeaway;Kapsalon;La Palmeraie;50.7874891;3.1269461;9.0
Takeaway;Kapsalon;Madina food;50.856793;4.3752124;9.0
Takeaway;Kapsalon;Marrakech;50.8703965;4.3717317;9.0
Takeaway;Kapsalon;Masala Express;50.8083945;3.279237;9.0
Takeaway;Kapsalon;Maxx Pizza;51.1772165;4.8330195;9.0
Takeaway;Kapsalon;Miss Pizza;51.2162709;4.2514887;9.0
Takeaway;Kapsalon;Mister Pizza;50.992883;3.7468562;9.0
Takeaway;Kapsalon;Pain d'Or;50.9304853;5.3434391;9.0
Takeaway;Kapsalon;Pitta Bon Appetit;51.2318024;2.9144097;9.0
Takeaway;Kapsalon;Pitta Melissa;51.0372872;3.7404987;9.0
Takeaway;Kapsalon;Mezopotamya;50.8204079;3.2843159;9.0
Takeaway;Kapsalon;Pizza Pasta Locale;51.2233233;4.4369035;9.0
Takeaway;Kapsalon;Pizza Pita Zottegem;50.8684049;3.8137421;9.0
Takeaway;Kapsalon;Pizza Point;51.2197869;4.3823975;9.0
Takeaway;Kapsalon;Sfinx;51.3221189;4.9524556;9.0
Takeaway;Kapsalon;Snack Au Bled;50.8701326;4.372873;9.0
Takeaway;Kapsalon;Snack Centraal;51.2145585;4.4351753;9.0
Takeaway;Kapsalon;Snack de la Gare;50.69229;4.2052684;9.0
Takeaway;Kapsalon;Snack Istanbul;50.7170552;4.6070235;9.0
Takeaway;Kapsalon;Snack Lems;50.821392;4.2943516;9.0
Takeaway;Kapsalon;Snack Medo;51.2076189;4.4280825;9.0
Takeaway;Kapsalon;Snack Merode;50.8386936;4.3977664;9.0
Takeaway;Kapsalon;Snack Mirvan;50.8352676;4.3084661;9.0
Takeaway;Kapsalon;Snack Stuivenberg;51.222267;4.436264;9.0
Takeaway;Kapsalon;Snack Wielemans;50.8243939;4.327402;9.0
Uber Eats;Kapsalon;Containerke;51.13044;4.37451;9.05
Takeaway;Kapsalon;Only Kebab;51.22128;4.4026248;9.05
Uber Eats;Kapsalon;Pitta Palace;51.028563216805516;4.480282875330187;9.06
Takeaway;Kapsalon;Pitta Palace;51.0286668;4.4803971;9.06
Takeaway;Kapsalon;Snack 4 You;50.8309809;4.4520538;9.06
